Frequency (Hz),Magnitude (dB),
3199.026367,-4.713537,
3200.372314,-4.707417,
3201.718262,-4.701372,
3203.063965,-4.695404,
3204.409668,-4.689516,
3205.755615,-4.683699,
3207.101562,-4.677971,
3208.447266,-4.672320,
3209.792969,-4.666752,
3211.138916,-4.661263,
3212.484863,-4.655861,
3213.830566,-4.650544,
3215.176270,-4.645310,
3216.522217,-4.640162,
3217.868164,-4.635104,
3219.213867,-4.630131,
3220.559570,-4.625254,
3221.905518,-4.620460,
3223.251465,-4.615759,
3224.597168,-4.611145,
3225.942871,-4.606629,
3227.288818,-4.602202,
3228.634766,-4.597873,
3229.980469,-4.593634,
3231.326172,-4.589493,
3232.672119,-4.585450,
3234.018066,-4.581498,
3235.363770,-4.577646,
3236.709473,-4.573892,
3238.055420,-4.570236,
3239.401367,-4.566681,
3240.747070,-4.563222,
3242.092773,-4.559870,
3243.438721,-4.556617,
3244.784668,-4.553462,
3246.130371,-4.550411,
3247.476074,-4.547462,
3248.822021,-4.544618,
3250.167969,-4.541876,
3251.513672,-4.539240,
3252.859375,-4.536707,
3254.205322,-4.534276,
3255.551270,-4.531956,
3256.896973,-4.529738,
3258.242676,-4.527628,
3259.588623,-4.525622,
3260.934570,-4.523724,
3262.280273,-4.521935,
3263.625977,-4.520250,
3264.971924,-4.518674,
3266.317871,-4.517203,
3267.663574,-4.515845,
3269.009277,-4.514586,
3270.355225,-4.513444,
3271.701172,-4.512405,
3273.046875,-4.511478,
3274.392578,-4.510654,
3275.738525,-4.509944,
3277.084473,-4.509337,
3278.430176,-4.508844,
3279.775879,-4.508453,
3281.121826,-4.508177,
3282.467773,-4.508005,
3283.813477,-4.507944,
3285.159180,-4.507986,
3286.505127,-4.508142,
3287.851074,-4.508402,
3289.196777,-4.508772,
3290.542480,-4.509243,
3291.888428,-4.509827,
3293.234375,-4.510513,
3294.580078,-4.511311,
3295.925781,-4.512212,
3297.271729,-4.513223,
3298.617676,-4.514331,
3299.963379,-4.515555,
3301.309082,-4.516871,
3302.655029,-4.518301,
3304.000977,-4.519830,
3305.346680,-4.521468,
3306.692383,-4.523201,
3308.038330,-4.525046,
3309.384277,-4.526984,
3310.729980,-4.529037,
3312.075684,-4.531173,
3313.421631,-4.533421,
3314.767578,-4.535760,
3316.113281,-4.538211,
3317.458984,-4.540749,
3318.804932,-4.543393,
3320.150879,-4.546122,
3321.496582,-4.548963,
3322.842285,-4.551884,
3324.188232,-4.554914,
3325.534180,-4.558029,
3326.879883,-4.561247,
3328.225586,-4.564546,
3329.571533,-4.567949,
3330.917480,-4.571435,
3332.263184,-4.575020,
3333.608887,-4.578683,
3334.954834,-4.582447,
3336.300781,-4.586287,
3337.646484,-4.590224,
3338.992188,-4.594239,
3340.338135,-4.598350,
3341.684082,-4.602535,
3343.029785,-4.606817,
3344.375488,-4.611167,
3345.721436,-4.615611,
3347.067383,-4.620122,
3348.413086,-4.624733,
3349.758789,-4.629405,
3351.104736,-4.634166,
3352.450684,-4.638996,
3353.796387,-4.643915,
3355.142090,-4.648891,
3356.488037,-4.653960,
3357.833984,-4.659083,
3359.179688,-4.664303,
3360.525391,-4.669573,
3361.871338,-4.674926,
3363.217285,-4.680338,
3364.562988,-4.685833,
3365.908691,-4.691376,
3367.254639,-4.697005,
3368.600586,-4.702682,
3369.946289,-4.708439,
3371.291992,-4.714246,
3372.637939,-4.720126,
3373.983887,-4.726055,
3375.329590,-4.732060,
3376.675293,-4.738109,
3378.021240,-4.744232,
3379.367188,-4.750396,
3380.712891,-4.756633,
3382.058594,-4.762908,
3383.404541,-4.769254,
3384.750488,-4.775638,
3386.096191,-4.782090,
3387.441895,-4.788575,
3388.787842,-4.795128,
3390.133789,-4.801712,
3391.479492,-4.808362,
3392.825195,-4.815043,
3394.171143,-4.821787,
3395.517090,-4.828558,
3396.862793,-4.835396,
3398.208496,-4.842250,
3399.554443,-4.849171,
3400.900391,-4.856112,
3402.246094,-4.863114,
3403.591797,-4.870136,
3404.937744,-4.877214,
3406.283691,-4.884313,
3407.629395,-4.891466,
3408.975098,-4.898638,
3410.321045,-4.905858,
3411.666992,-4.913096,
3413.012695,-4.920383,
3414.358398,-4.927687,
3415.704346,-4.935039,
3417.050293,-4.942403,
3418.395996,-4.949815,
3419.741699,-4.957236,
3421.087646,-4.964702,
3422.433594,-4.972176,
3423.779297,-4.979697,
3425.125000,-4.987219,
3426.470947,-4.994789,
3427.816895,-5.002359,
3429.162598,-5.009975,
3430.508301,-5.017590,
3431.854248,-5.025245,
3433.200195,-5.032901,
3434.545898,-5.040595,
3435.891602,-5.048284,
3437.237549,-5.056019,
3438.583496,-5.063745,
3439.929199,-5.071511,
3441.274902,-5.079268,
3442.620850,-5.087059,
3443.966797,-5.094847,
3445.312500,-5.102668,
3446.658203,-5.110480,
3448.004150,-5.118322,
3449.350098,-5.126155,
3450.695801,-5.134020,
3452.041504,-5.141874,
3453.387451,-5.149757,
3454.733398,-5.157627,
3456.079102,-5.165526,
3457.424805,-5.173409,
3458.770752,-5.181321,
3460.116699,-5.189218,
3461.462402,-5.197144,
3462.808105,-5.205044,
3464.154053,-5.212975,
3465.500000,-5.220886,
3466.845703,-5.228824,
3468.191406,-5.236740,
3469.537354,-5.244681,
3470.883301,-5.252601,
3472.229004,-5.260543,
3473.574707,-5.268461,
3474.920654,-5.276404,
3476.266602,-5.284317,
3477.612305,-5.292259,
3478.958008,-5.300169,
3480.303955,-5.308105,
3481.649902,-5.316011,
3482.995605,-5.323938,
3484.341309,-5.331835,
3485.687256,-5.339753,
3487.033203,-5.347643,
3488.378906,-5.355553,
3489.724609,-5.363429,
3491.070557,-5.371323,
3492.416504,-5.379188,
3493.762207,-5.387072,
3495.107910,-5.394919,
3496.453857,-5.402785,
3497.799805,-5.410618,
3499.145508,-5.418468,
3500.491211,-5.426284,
3501.837158,-5.434115,
3503.183105,-5.441910,
3504.528809,-5.449725,
3505.874512,-5.457497,
3507.220459,-5.465288,
3508.566406,-5.473042,
3509.912109,-5.480808,
3511.257812,-5.488536,
3512.603760,-5.496283,
3513.949707,-5.503987,
3515.295410,-5.511705,
3516.641113,-5.519385,
3517.987061,-5.527081,
3519.333008,-5.534731,
3520.678711,-5.542396,
3522.024414,-5.550024,
3523.370361,-5.557661,
3524.716309,-5.565258,
3526.062012,-5.572867,
3527.407715,-5.580434,
3528.753662,-5.588014,
3530.099609,-5.595549,
3531.445312,-5.603099,
3532.791016,-5.610600,
3534.136963,-5.618118,
3535.482910,-5.625592,
3536.828613,-5.633077,
3538.174316,-5.640514,
3539.520264,-5.647967,
3540.866211,-5.655370,
3542.211914,-5.662789,
3543.557617,-5.670159,
3544.903564,-5.677546,
3546.249512,-5.684880,
3547.595215,-5.692230,
3548.940918,-5.699527,
3550.286865,-5.706840,
3551.632812,-5.714105,
3552.978516,-5.721381,
3554.324219,-5.728611,
3555.670166,-5.735850,
3557.016113,-5.743041,
3558.361816,-5.750244,
3559.707520,-5.757397,
3561.053467,-5.764563,
3562.399414,-5.771677,
3563.745117,-5.778806,
3565.090820,-5.785884,
3566.436768,-5.792974,
3567.782715,-5.800011,
3569.128418,-5.807064,
3570.474121,-5.814063,
3571.820068,-5.821073,
3573.166016,-5.828038,
3574.511719,-5.835011,
3575.857422,-5.841932,
3577.203369,-5.848866,
3578.549316,-5.855751,
3579.895020,-5.862646,
3581.240723,-5.869488,
3582.586670,-5.876342,
3583.932617,-5.883145,
3585.278320,-5.889959,
3586.624023,-5.896726,
3587.969971,-5.903500,
3589.315918,-5.910225,
3590.661621,-5.916961,
3592.007324,-5.923642,
3593.353271,-5.930339,
3594.699219,-5.936982,
3596.044922,-5.943640,
3597.390625,-5.950248,
3598.736572,-5.956860,
3600.082520,-5.963427,
3601.428223,-5.970000,
3602.773926,-5.976527,
3604.119873,-5.983059,
3605.465820,-5.989544,
3606.811523,-5.996040,
3608.157227,-6.002484,
3609.503174,-6.008943,
3610.849121,-6.015347,
3612.194824,-6.021765,
3613.540527,-6.028126,
3614.886475,-6.034506,
3616.232422,-6.040833,
3617.578125,-6.047171,
3618.923828,-6.053457,
3620.269775,-6.059755,
3621.615723,-6.066000,
3622.961426,-6.072263,
3624.307129,-6.078469,
3625.653076,-6.084691,
3626.999023,-6.090857,
3628.344727,-6.097040,
3629.690430,-6.103170,
3631.036377,-6.109316,
3632.382324,-6.115406,
3633.728027,-6.121516,
3635.073730,-6.127565,
3636.419678,-6.133633,
3637.765625,-6.139649,
3639.111328,-6.145680,
3640.457031,-6.151659,
3641.802979,-6.157651,
3643.148926,-6.163593,
3644.494629,-6.169547,
3645.840332,-6.175449,
3647.186279,-6.181368,
3648.532227,-6.187234,
3649.877930,-6.193118,
3651.223633,-6.198949,
3652.569580,-6.204795,
3653.915527,-6.210587,
3655.261230,-6.216399,
3656.606934,-6.222156,
3657.952881,-6.227930,
3659.298828,-6.233655,
3660.644531,-6.239393,
3661.990234,-6.245084,
3663.336182,-6.250789,
3664.682129,-6.256441,
3666.027832,-6.262110,
3667.373535,-6.267728,
3668.719482,-6.273363,
3670.065430,-6.278950,
3671.411133,-6.284554,
3672.756836,-6.290103,
3674.102783,-6.295672,
3675.448730,-6.301192,
3676.794434,-6.306728,
3678.140137,-6.312212,
3679.486084,-6.317718,
3680.832031,-6.323171,
3682.177734,-6.328642,
3683.523438,-6.334065,
3684.869385,-6.339502,
3686.215332,-6.344893,
3687.561035,-6.350305,
3688.906738,-6.355663,
3690.252686,-6.361042,
3691.598633,-6.366369,
3692.944336,-6.371718,
3694.290039,-6.377017,
3695.635986,-6.382338,
3696.981934,-6.387608,
3698.327637,-6.392900,
3699.673340,-6.398136,
3701.019287,-6.403399,
3702.365234,-6.408608,
3703.710938,-6.413844,
3705.056641,-6.419025,
3706.402588,-6.424232,
3707.748535,-6.429387,
3709.094238,-6.434566,
3710.439941,-6.439697,
3711.785889,-6.444846,
3713.131836,-6.449949,
3714.477539,-6.455075,
3715.823242,-6.460152,
3717.169189,-6.465253,
3718.515137,-6.470302,
3719.860840,-6.475379,
3721.206543,-6.480403,
3722.552490,-6.485451,
3723.898438,-6.490457,
3725.244141,-6.495482,
3726.589844,-6.500461,
3727.935791,-6.505465,
3729.281738,-6.510421,
3730.627441,-6.515405,
3731.973145,-6.520334,
3733.319092,-6.525290,
3734.665039,-6.530202,
3736.010742,-6.535138,
3737.356445,-6.540029,
3738.702393,-6.544945,
3740.048340,-6.549813,
3741.394043,-6.554709,
3742.739746,-6.559556,
3744.085693,-6.564432,
3745.431641,-6.569260,
3746.777344,-6.574119,
3748.123047,-6.578928,
3749.468994,-6.583763,
3750.814941,-6.588555,
3752.160645,-6.593376,
3753.506348,-6.598150,
3754.852295,-6.602952,
3756.198242,-6.607711,
3757.543945,-6.612494,
3758.889648,-6.617234,
3760.235596,-6.622005,
3761.581543,-6.626731,
3762.927246,-6.631485,
3764.272949,-6.636193,
3765.618896,-6.640934,
3766.964844,-6.645626,
3768.310547,-6.650352,
3769.656250,-6.655036,
3771.002197,-6.659746,
3772.348145,-6.664416,
3773.693848,-6.669115,
3775.039551,-6.673772,
3776.385498,-6.678456,
3777.731445,-6.683103,
3779.077148,-6.687779,
3780.422852,-6.692411,
3781.768799,-6.697080,
3783.114746,-6.701703,
3784.460449,-6.706360,
3785.806152,-6.710971,
3787.152100,-6.715619,
3788.498047,-6.720222,
3789.843750,-6.724864,
3791.189453,-6.729461,
3792.535400,-6.734090,
3793.881348,-6.738680,
3795.227051,-6.743301,
3796.572754,-6.747885,
3797.918701,-6.752501,
3799.264648,-6.757078,
3800.610352,-6.761690,
3801.956055,-6.766260,
3803.302002,-6.770871,
3804.647949,-6.775434,
3805.993652,-6.780041,
3807.339355,-6.784602,
3808.685303,-6.789202,
3810.031250,-6.793760,
3811.376953,-6.798360,
3812.722656,-6.802922,
3814.068604,-6.807516,
3815.414551,-6.812073,
3816.760254,-6.816669,
3818.105957,-6.821224,
3819.451904,-6.825819,
3820.797852,-6.830373,
3822.143555,-6.834970,
3823.489258,-6.839531,
3824.835205,-6.844126,
3826.181152,-6.848688,
3827.526855,-6.853285,
3828.872559,-6.857847,
3830.218506,-6.862449,
3831.564453,-6.867017,
3832.910156,-6.871621,
3834.255859,-6.876194,
3835.601807,-6.880803,
3836.947754,-6.885377,
3838.293457,-6.889994,
3839.639160,-6.894577,
3840.985107,-6.899199,
3842.331055,-6.903787,
3843.676758,-6.908414,
3845.022461,-6.913011,
3846.368408,-6.917651,
3847.714355,-6.922249,
3849.060059,-6.926900,
3850.405762,-6.931511,
3851.751709,-6.936166,
3853.097656,-6.940792,
3854.443359,-6.945454,
3855.789062,-6.950089,
3857.135010,-6.954764,
3858.480957,-6.959410,
3859.826660,-6.964099,
3861.172363,-6.968757,
3862.518311,-6.973456,
3863.864258,-6.978128,
3865.209961,-6.982844,
3866.555664,-6.987528,
3867.901611,-6.992258,
3869.247559,-6.996958,
3870.593262,-7.001704,
3871.938965,-7.006416,
3873.284912,-7.011179,
3874.630859,-7.015913,
3875.976562,-7.020692,
3877.322266,-7.025438,
3878.668213,-7.030234,
3880.014160,-7.035001,
3881.359863,-7.039816,
3882.705566,-7.044600,
3884.051514,-7.049434,
3885.397461,-7.054238,
3886.743164,-7.059094,
3888.088867,-7.063918,
3889.434814,-7.068793,
3890.780762,-7.073639,
3892.126465,-7.078538,
3893.472168,-7.083405,
3894.818115,-7.088325,
3896.164062,-7.093214,
3897.509766,-7.098160,
3898.855469,-7.103072,
3900.201416,-7.108039,
3901.547363,-7.112978,
3902.893066,-7.117971,
3904.238770,-7.122937,
3905.584717,-7.127953,
3906.930664,-7.132941,
3908.276367,-7.137985,
3909.622070,-7.143002,
3910.968018,-7.148076,
3912.313965,-7.153113,
3913.659668,-7.158216,
3915.005371,-7.163284,
3916.351318,-7.168412,
3917.697266,-7.173514,
3919.042969,-7.178668,
3920.388672,-7.183799,
3921.734619,-7.188982,
3923.080566,-7.194141,
3924.426270,-7.199360,
3925.771973,-7.204549,
3927.117920,-7.209797,
3928.463867,-7.215019,
3929.809570,-7.220294,
3931.155273,-7.225553,
3932.501221,-7.230864,
3933.847168,-7.236149,
3935.192871,-7.241496,
3936.538574,-7.246812,
3937.884521,-7.252192,
3939.230469,-7.257547,
3940.576172,-7.262958,
3941.921875,-7.268349,
3943.267822,-7.273794,
3944.613770,-7.279220,
3945.959473,-7.284703,
3947.305176,-7.290159,
3948.651123,-7.295680,
3949.997070,-7.301176,
3951.342773,-7.306730,
3952.688477,-7.312265,
3954.034424,-7.317860,
3955.380371,-7.323425,
3956.726074,-7.329058,
3958.071777,-7.334663,
3959.417725,-7.340332,
3960.763672,-7.345977,
3962.109375,-7.351685,
3963.455078,-7.357371,
3964.801025,-7.363119,
3966.146973,-7.368836,
3967.492676,-7.374625,
3968.838379,-7.380384,
3970.184326,-7.386210,
3971.530273,-7.392015,
3972.875977,-7.397877,
3974.221680,-7.403722,
3975.567627,-7.409630,
3976.913574,-7.415511,
3978.259277,-7.421460,
3979.604980,-7.427382,
3980.950928,-7.433372,
3982.296875,-7.439337,
3983.642578,-7.445369,
3984.988281,-7.451376,
3986.334229,-7.457450,
3987.680176,-7.463497,
3989.025879,-7.469611,
3990.371582,-7.475699,
3991.717529,-7.481858,
3993.063477,-7.487993,
3994.409180,-7.494194,
3995.754883,-7.500368,
3997.100830,-7.506612,
3998.446777,-7.512832,
3999.792480,-7.519122,
4001.138184,-7.525383,
4002.484131,-7.531709,
4003.830078,-7.538015,
4005.175781,-7.544388,
4006.521484,-7.550736,
4007.867432,-7.557154,
4009.213379,-7.563545,
4010.559082,-7.570006,
4011.904785,-7.576446,
4013.250732,-7.582945,
4014.596680,-7.589428,
4015.942383,-7.595977,
4017.288086,-7.602496,
4018.634033,-7.609089,
4019.979980,-7.615660,
4021.325684,-7.622293,
4022.671387,-7.628907,
4024.017334,-7.635586,
4025.363281,-7.642243,
4026.708984,-7.648965,
4028.054688,-7.655664,
4029.400635,-7.662431,
4030.746582,-7.669175,
4032.092285,-7.675990,
4033.437988,-7.682778,
4034.783936,-7.689635,
4036.129883,-7.696465,
4037.475586,-7.703365,
4038.821289,-7.710242,
4040.167236,-7.717186,
4041.513184,-7.724102,
4042.858887,-7.731091,
4044.204590,-7.738053,
4045.550537,-7.745086,
4046.896484,-7.752094,
4048.242188,-7.759170,
4049.587891,-7.766218,
4050.933838,-7.773337,
4052.279785,-7.780430,
4053.625488,-7.787594,
4054.971191,-7.794732,
4056.317139,-7.801932,
4057.663086,-7.809113,
4059.008789,-7.816359,
4060.354492,-7.823583,
4061.700439,-7.830874,
4063.046387,-7.838132,
4064.392090,-7.845472,
4065.737793,-7.852777,
4067.083740,-7.860152,
4068.429688,-7.867501,
4069.775391,-7.874920,
4071.121094,-7.882312,
4072.467041,-7.889773,
4073.812988,-7.897204,
4075.158691,-7.904710,
4076.504395,-7.912181,
4077.850342,-7.919724,
4079.196289,-7.927238,
4080.541992,-7.934820,
4081.887695,-7.942378,
4083.233643,-7.950006,
4084.579590,-7.957601,
4085.925293,-7.965270,
4087.270996,-7.972901,
4088.616943,-7.980608,
4089.962891,-7.988287,
4091.308594,-7.996031,
4092.654297,-8.003754,
4094.000244,-8.011535,
4095.346191,-8.019292,
4096.691895,-8.027120,
4098.037598,-8.034912,
4099.383789,-8.042774,
4100.729492,-8.050611,
4102.075195,-8.058513,
4103.420898,-8.066385,
4104.766602,-8.074329,
4106.112793,-8.082241,
4107.458496,-8.090223,
4108.804199,-8.098169,
4110.150391,-8.106188,
4111.496094,-8.114176,
4112.841797,-8.122230,
4114.187500,-8.130256,
4115.533203,-8.138345,
4116.879395,-8.146408,
4118.225098,-8.154538,
4119.570801,-8.162633,
4120.916992,-8.170795,
4122.262695,-8.178931,
4123.608398,-8.187134,
4124.954102,-8.195305,
4126.299805,-8.203538,
4127.645996,-8.211744,
4128.991699,-8.220020,
4130.337402,-8.228254,
4131.683594,-8.236564,
4133.029297,-8.244841,
4134.375000,-8.253181,
4135.720703,-8.261492,
4137.066406,-8.269869,
4138.412598,-8.278210,
4139.758301,-8.286624,
4141.104004,-8.295000,
4142.450195,-8.303444,
4143.795898,-8.311853,
4145.141602,-8.320333,
4146.487305,-8.328773,
4147.833008,-8.337288,
4149.179199,-8.345760,
4150.524902,-8.354306,
4151.870605,-8.362812,
4153.216797,-8.371386,
4154.562500,-8.379928,
4155.908203,-8.388535,
4157.253906,-8.397108,
4158.599609,-8.405747,
4159.945801,-8.414349,
4161.291504,-8.423020,
4162.637207,-8.431656,
4163.983398,-8.440354,
4165.329102,-8.449020,
4166.674805,-8.457754,
4168.020508,-8.466450,
4169.366211,-8.475208,
4170.712402,-8.483935,
4172.058105,-8.492731,
4173.403809,-8.501482,
4174.750000,-8.510301,
4176.095703,-8.519091,
4177.441406,-8.527941,
4178.787109,-8.536754,
4180.132812,-8.545631,
4181.479004,-8.554474,
4182.824707,-8.563383,
4184.170410,-8.572254,
4185.516602,-8.581188,
4186.862305,-8.590087,
4188.208008,-8.599051,
4189.553711,-8.607979,
4190.899414,-8.616972,
4192.245605,-8.625925,
4193.591309,-8.634943,
4194.937012,-8.643925,
4196.283203,-8.652972,
4197.628906,-8.661982,
4198.974609,-8.671048,
4200.320312,-8.680088,
4201.666016,-8.689186,
4203.012207,-8.698248,
4204.357910,-8.707373,
4205.703613,-8.716459,
4207.049805,-8.725613,
4208.395508,-8.734724,
4209.741211,-8.743902,
4211.086914,-8.753040,
4212.432617,-8.762243,
4213.778809,-8.771407,
4215.124512,-8.780637,
4216.470215,-8.789822,
4217.816406,-8.799076,
4219.162109,-8.808290,
4220.507812,-8.817567,
4221.853516,-8.826807,
4223.199219,-8.836107,
4224.545410,-8.845370,
4225.891113,-8.854692,
4227.236816,-8.863976,
4228.583008,-8.873326,
4229.928711,-8.882637,
4231.274414,-8.892010,
4232.620117,-8.901340,
4233.965820,-8.910740,
4235.312012,-8.920094,
4236.657715,-8.929514,
4238.003418,-8.938892,
4239.349609,-8.948332,
4240.695312,-8.957732,
4242.041016,-8.967196,
4243.386719,-8.976624,
4244.732422,-8.986107,
4246.078613,-8.995555,
4247.424316,-9.005064,
4248.770020,-9.014532,
4250.116211,-9.024057,
4251.461914,-9.033548,
4252.807617,-9.043105,
4254.153320,-9.052612,
4255.499023,-9.062186,
4256.845215,-9.071720,
4258.190918,-9.081314,
4259.536621,-9.090865,
4260.882812,-9.100483,
4262.228516,-9.110054,
4263.574219,-9.119694,
4264.919922,-9.129286,
4266.265625,-9.138945,
4267.611816,-9.148558,
4268.957520,-9.158237,
4270.303223,-9.167868,
4271.649414,-9.177568,
4272.995117,-9.187219,
4274.340820,-9.196938,
4275.686523,-9.206610,
4277.032227,-9.216348,
4278.378418,-9.226040,
4279.724121,-9.235798,
4281.069824,-9.245510,
4282.416016,-9.255289,
4283.761719,-9.265018,
4285.107422,-9.274812,
4286.453125,-9.284570,
4287.798828,-9.294374,
4289.145020,-9.304146,
4290.490723,-9.313974,
4291.836426,-9.323763,
4293.182617,-9.333609,
4294.528320,-9.343416,
4295.874023,-9.353285,
4297.219727,-9.363107,
4298.565430,-9.372995,
4299.911621,-9.382835,
4301.257324,-9.392740,
4302.603027,-9.402592,
4303.949219,-9.412519,
4305.294922,-9.422396,
4306.640625,-9.432335,
4307.986328,-9.442223,
4309.332031,-9.452179,
4310.678223,-9.462085,
4312.023926,-9.472059,
4313.369629,-9.481985,
4314.715820,-9.491975,
4316.061523,-9.501915,
4317.407227,-9.511923,
4318.752930,-9.521875,
4320.098633,-9.531896,
4321.444824,-9.541870,
4322.790527,-9.551908,
4324.136230,-9.561898,
4325.482422,-9.571947,
4326.828125,-9.581953,
4328.173828,-9.592020,
4329.519531,-9.602041,
4330.865234,-9.612123,
4332.211426,-9.622154,
4333.557129,-9.632256,
4334.902832,-9.642302,
4336.249023,-9.652409,
4337.594727,-9.662477,
4338.940430,-9.672602,
4340.286133,-9.682676,
4341.631836,-9.692820,
4342.978027,-9.702908,
4344.323730,-9.713062,
4345.669434,-9.723170,
4347.015625,-9.733334,
4348.361328,-9.743455,
4349.707031,-9.753630,
4351.052734,-9.763765,
4352.398438,-9.773956,
4353.744629,-9.784100,
4355.090332,-9.794308,
4356.436035,-9.804462,
4357.782227,-9.814676,
4359.127930,-9.824848,
4360.473633,-9.835074,
4361.819336,-9.845252,
4363.165039,-9.855497,
4364.511230,-9.865687,
4365.856934,-9.875941,
4367.202637,-9.886147,
4368.548828,-9.896407,
4369.894531,-9.906622,
4371.240234,-9.916895,
4372.585938,-9.927118,
4373.931641,-9.937401,
4375.277832,-9.947641,
4376.623535,-9.957933,
4377.969238,-9.968180,
4379.315430,-9.978481,
4380.661133,-9.988731,
4382.006836,-9.999048,
4383.352539,-10.009313,
4384.698242,-10.019634,
4386.044434,-10.029907,
4387.390137,-10.040239,
4388.735840,-10.050512,
4390.082031,-10.060858,
4391.427734,-10.071144,
4392.773438,-10.081493,
4394.119141,-10.091787,
4395.464844,-10.102140,
4396.811035,-10.112444,
4398.156738,-10.122808,
4399.502441,-10.133114,
4400.848633,-10.143480,
4402.194336,-10.153797,
4403.540039,-10.164167,
4404.885742,-10.174494,
4406.231445,-10.184872,
4407.577637,-10.195196,
4408.923340,-10.205587,
4410.269043,-10.215917,
4411.615234,-10.226304,
4412.960938,-10.236642,
4414.306641,-10.247041,
4415.652344,-10.257383,
4416.998047,-10.267779,
4418.344238,-10.278124,
4419.689941,-10.288527,
4421.035645,-10.298872,
4422.381836,-10.309277,
4423.727539,-10.319626,
4425.073242,-10.330032,
4426.418945,-10.340388,
4427.764648,-10.350803,
4429.110840,-10.361152,
4430.456543,-10.371566,
4431.802246,-10.381916,
4433.148438,-10.392329,
4434.494141,-10.402687,
4435.839844,-10.413099,
4437.185547,-10.423455,
4438.531250,-10.433861,
4439.877441,-10.444221,
4441.223145,-10.454631,
4442.568848,-10.464987,
4443.915039,-10.475394,
4445.260742,-10.485748,
4446.606445,-10.496153,
4447.952148,-10.506503,
4449.297852,-10.516907,
4450.644043,-10.527253,
4451.989746,-10.537659,
4453.335449,-10.548002,
4454.681641,-10.558395,
4456.027344,-10.568737,
4457.373047,-10.579128,
4458.718750,-10.589468,
4460.064453,-10.599852,
4461.410645,-10.610185,
4462.756348,-10.620567,
4464.102051,-10.630886,
4465.448242,-10.641258,
4466.793945,-10.651579,
4468.139648,-10.661945,
4469.485352,-10.672253,
4470.831055,-10.682613,
4472.177246,-10.692913,
4473.522949,-10.703268,
4474.868652,-10.713556,
4476.214844,-10.723896,
4477.560547,-10.734180,
4478.906250,-10.744513,
4480.251953,-10.754787,
4481.597656,-10.765106,
4482.943848,-10.775361,
4484.289551,-10.785671,
4485.635254,-10.795919,
4486.981445,-10.806213,
4488.327148,-10.816448,
4489.672852,-10.826728,
4491.018555,-10.836957,
4492.364258,-10.847220,
4493.710449,-10.857428,
4495.056152,-10.867680,
4496.401855,-10.877870,
4497.748047,-10.888105,
4499.093750,-10.898281,
4500.439453,-10.908497,
4501.785156,-10.918663,
4503.130859,-10.928860,
4504.477051,-10.939003,
4505.822754,-10.949184,
4507.168457,-10.959306,
4508.514648,-10.969465,
4509.860352,-10.979567,
4511.206055,-10.989711,
4512.551758,-10.999798,
4513.897461,-11.009914,
4515.243652,-11.019972,
4516.589355,-11.030071,
4517.935059,-11.040104,
4519.281250,-11.050182,
4520.626953,-11.060197,
4521.972656,-11.070248,
4523.318359,-11.080238,
4524.664062,-11.090260,
4526.010254,-11.100222,
4527.355957,-11.110226,
4528.701660,-11.120153,
4530.047852,-11.130127,
4531.393555,-11.140036,
4532.739258,-11.149979,
4534.084961,-11.159857,
4535.430664,-11.169769,
4536.776855,-11.179616,
4538.122559,-11.189503,
4539.468262,-11.199322,
4540.814453,-11.209167,
4542.160156,-11.218958,
4543.505859,-11.228773,
4544.851562,-11.238525,
4546.197266,-11.248304,
4547.543457,-11.258026,
4548.889160,-11.267773,
4550.234863,-11.277460,
4551.581055,-11.287163,
4552.926758,-11.296814,
4554.272461,-11.306488,
4555.618164,-11.316093,
4556.963867,-11.325729,
4558.310059,-11.335297,
4559.655762,-11.344894,
4561.001465,-11.354421,
4562.347656,-11.363976,
4563.693359,-11.373465,
4565.039062,-11.382980,
4566.384766,-11.392416,
4567.730469,-11.401886,
4569.076660,-11.411290,
4570.422363,-11.420711,
4571.768066,-11.430067,
4573.114258,-11.439436,
4574.459961,-11.448746,
4575.805664,-11.458076,
4577.151367,-11.467335,
4578.497070,-11.476622,
4579.843262,-11.485827,
4581.188965,-11.495058,
4582.534668,-11.504216,
4583.880859,-11.513391,
4585.226562,-11.522503,
4586.572266,-11.531628,
4587.917969,-11.540689,
4589.263672,-11.549757,
4590.609863,-11.558756,
4591.955566,-11.567772,
4593.301270,-11.576719,
4594.647461,-11.585674,
4595.993164,-11.594563,
4597.338867,-11.603465,
4598.684570,-11.612293,
4600.030273,-11.621134,
4601.376465,-11.629901,
4602.722168,-11.638681,
4604.067871,-11.647388,
4605.414062,-11.656105,
4606.759766,-11.664745,
4608.105469,-11.673406,
4609.451172,-11.681983,
4610.796875,-11.690569,
4612.143066,-11.699085,
4613.488770,-11.707603,
4614.834473,-11.716049,
4616.180664,-11.724503,
4617.526367,-11.732879,
4618.872070,-11.741257,
4620.217773,-11.749571,
4621.563477,-11.757874,
4622.909668,-11.766116,
4624.255371,-11.774353,
4625.601074,-11.782511,
4626.947266,-11.790682,
4628.292969,-11.798771,
4629.638672,-11.806857,
4630.984375,-11.814866,
4632.330078,-11.822875,
4633.676270,-11.830821,
4635.021973,-11.838741,
4636.367676,-11.846598,
4637.713867,-11.854450,
4639.059570,-11.862226,
4640.405273,-11.869995,
4641.750977,-11.877691,
4643.096680,-11.885379,
4644.442871,-11.892983,
