* Freq(Hz), SPL(dB), Phase(degrees)
18948.154, -3.956, 61.581
18948.520, -3.958, 61.562
18948.887, -3.961, 61.563
18949.252, -3.963, 61.584
18949.619, -3.962, 61.607
18949.984, -3.959, 61.614
18950.352, -3.956, 61.601
18950.717, -3.957, 61.581
18951.084, -3.959, 61.573
18951.449, -3.962, 61.583
18951.816, -3.962, 61.604
18952.182, -3.960, 61.615
18952.549, -3.958, 61.609
18952.914, -3.957, 61.593
18953.281, -3.959, 61.583
18953.646, -3.962, 61.591
18954.014, -3.962, 61.611
18954.379, -3.960, 61.625
18954.746, -3.957, 61.621
18955.111, -3.956, 61.603
18955.479, -3.958, 61.587
18955.844, -3.962, 61.590
18956.211, -3.963, 61.610
18956.576, -3.962, 61.631
18956.943, -3.958, 61.636
18957.309, -3.956, 61.620
18957.676, -3.957, 61.600
18958.041, -3.960, 61.592
18958.408, -3.963, 61.606
18958.773, -3.963, 61.628
18959.141, -3.960, 61.642
18959.506, -3.957, 61.636
18959.873, -3.957, 61.618
18960.238, -3.959, 61.605
18960.605, -3.961, 61.610
18960.971, -3.962, 61.628
18961.338, -3.961, 61.642
18961.703, -3.958, 61.641
18962.070, -3.957, 61.627
18962.436, -3.959, 61.616
18962.803, -3.961, 61.619
18963.168, -3.962, 61.637
18963.535, -3.961, 61.652
18963.900, -3.958, 61.651
18964.268, -3.956, 61.635
18964.633, -3.958, 61.618
18965.000, -3.961, 61.618
18965.365, -3.963, 61.638
18965.732, -3.962, 61.662
18966.098, -3.959, 61.669
18966.465, -3.956, 61.654
18966.830, -3.956, 61.629
18967.197, -3.959, 61.617
18967.562, -3.963, 61.629
18967.930, -3.964, 61.656
18968.295, -3.961, 61.676
18968.662, -3.957, 61.673
18969.027, -3.955, 61.650
18969.395, -3.958, 61.629
18969.760, -3.961, 61.630
18970.127, -3.964, 61.652
18970.492, -3.962, 61.676
18970.859, -3.959, 61.682
18971.225, -3.956, 61.666
18971.592, -3.957, 61.644
18971.957, -3.960, 61.638
18972.324, -3.963, 61.654
18972.689, -3.963, 61.680
18973.057, -3.959, 61.692
18973.422, -3.956, 61.680
18973.789, -3.956, 61.654
18974.154, -3.959, 61.638
18974.521, -3.963, 61.649
18974.887, -3.964, 61.679
18975.254, -3.961, 61.703
18975.619, -3.957, 61.701
18975.986, -3.954, 61.674
18976.352, -3.956, 61.646
18976.719, -3.961, 61.642
18977.084, -3.965, 61.665
18977.451, -3.964, 61.698
18977.816, -3.960, 61.714
18978.184, -3.956, 61.701
18978.549, -3.955, 61.672
18978.916, -3.958, 61.653
18979.281, -3.963, 61.661
18979.648, -3.964, 61.688
18980.014, -3.962, 61.712
18980.381, -3.958, 61.713
18980.746, -3.956, 61.694
18981.113, -3.957, 61.673
18981.480, -3.961, 61.670
18981.846, -3.963, 61.687
18982.213, -3.962, 61.709
18982.578, -3.959, 61.717
18982.945, -3.957, 61.704
18983.311, -3.957, 61.685
18983.678, -3.960, 61.678
18984.043, -3.963, 61.691
18984.410, -3.963, 61.714
18984.775, -3.960, 61.727
18985.143, -3.957, 61.720
18985.508, -3.956, 61.699
18985.875, -3.959, 61.684
18986.240, -3.962, 61.689
18986.607, -3.963, 61.710
18986.973, -3.962, 61.730
18987.340, -3.959, 61.733
18987.705, -3.957, 61.719
18988.072, -3.957, 61.702
18988.438, -3.960, 61.697
18988.805, -3.962, 61.708
18989.170, -3.962, 61.725
18989.537, -3.960, 61.734
18989.902, -3.958, 61.729
18990.270, -3.958, 61.717
18990.635, -3.959, 61.712
18991.002, -3.961, 61.718
18991.367, -3.961, 61.729
18991.734, -3.960, 61.735
18992.100, -3.958, 61.730
18992.467, -3.959, 61.721
18992.832, -3.960, 61.719
18993.199, -3.962, 61.728
18993.564, -3.961, 61.741
18993.932, -3.959, 61.747
18994.297, -3.957, 61.740
18994.664, -3.958, 61.725
18995.029, -3.960, 61.718
18995.396, -3.962, 61.727
18995.762, -3.962, 61.744
18996.129, -3.960, 61.757
18996.494, -3.958, 61.754
18996.861, -3.957, 61.739
18997.227, -3.959, 61.727
18997.594, -3.961, 61.730
18997.959, -3.962, 61.746
18998.326, -3.961, 61.762
18998.691, -3.958, 61.764
18999.059, -3.957, 61.750
18999.424, -3.958, 61.735
18999.791, -3.961, 61.734
19000.156, -3.963, 61.751
19000.523, -3.962, 61.771
19000.889, -3.959, 61.777
19001.256, -3.956, 61.762
19001.621, -3.957, 61.740
19001.988, -3.960, 61.732
19002.354, -3.964, 61.748
19002.721, -3.964, 61.777
19003.086, -3.960, 61.794
19003.453, -3.956, 61.785
19003.818, -3.955, 61.756
19004.186, -3.958, 61.732
19004.551, -3.963, 61.736
19004.918, -3.966, 61.766
19005.283, -3.964, 61.799
19005.650, -3.958, 61.808
19006.016, -3.954, 61.787
19006.383, -3.955, 61.753
19006.748, -3.960, 61.738
19007.115, -3.964, 61.754
19007.480, -3.965, 61.789
19007.848, -3.961, 61.813
19008.213, -3.956, 61.807
19008.580, -3.954, 61.778
19008.945, -3.957, 61.752
19009.312, -3.962, 61.752
19009.678, -3.965, 61.780
19010.045, -3.963, 61.810
19010.410, -3.958, 61.818
19010.777, -3.955, 61.797
19011.143, -3.956, 61.767
19011.510, -3.960, 61.757
19011.875, -3.964, 61.776
19012.242, -3.964, 61.810
19012.607, -3.960, 61.829
19012.975, -3.955, 61.818
19013.340, -3.954, 61.786
19013.707, -3.958, 61.762
19014.072, -3.963, 61.767
19014.439, -3.966, 61.800
19014.805, -3.963, 61.832
19015.172, -3.958, 61.839
19015.537, -3.954, 61.815
19015.904, -3.955, 61.783
19016.270, -3.960, 61.770
19016.637, -3.964, 61.787
19017.002, -3.965, 61.820
19017.369, -3.961, 61.841
19017.734, -3.957, 61.835
19018.102, -3.955, 61.808
19018.467, -3.957, 61.787
19018.834, -3.962, 61.788
19019.199, -3.964, 61.811
19019.566, -3.962, 61.835
19019.932, -3.959, 61.840
19020.299, -3.956, 61.824
19020.664, -3.957, 61.805
19021.031, -3.960, 61.800
19021.396, -3.963, 61.814
19021.764, -3.962, 61.836
19022.129, -3.959, 61.845
19022.496, -3.957, 61.835
19022.861, -3.957, 61.816
19023.229, -3.959, 61.806
19023.594, -3.962, 61.815
19023.961, -3.963, 61.836
19024.326, -3.961, 61.850
19024.693, -3.958, 61.847
19025.059, -3.957, 61.831
19025.426, -3.959, 61.818
19025.791, -3.961, 61.820
19026.158, -3.963, 61.836
19026.523, -3.961, 61.852
19026.891, -3.959, 61.856
19027.256, -3.957, 61.846
19027.623, -3.958, 61.833
19027.988, -3.960, 61.830
19028.355, -3.961, 61.839
19028.721, -3.961, 61.852
19029.088, -3.959, 61.856
19029.453, -3.958, 61.849
19029.820, -3.959, 61.841
19030.186, -3.961, 61.841
19030.553, -3.961, 61.852
19030.918, -3.961, 61.864
19031.285, -3.959, 61.866
19031.650, -3.957, 61.855
19032.018, -3.958, 61.842
19032.383, -3.961, 61.840
19032.750, -3.963, 61.853
19033.115, -3.962, 61.872
19033.482, -3.959, 61.881
19033.848, -3.957, 61.872
19034.215, -3.957, 61.853
19034.580, -3.959, 61.842
19034.947, -3.962, 61.850
19035.312, -3.963, 61.870
19035.680, -3.961, 61.888
19036.045, -3.958, 61.887
19036.412, -3.957, 61.871
19036.777, -3.958, 61.854
19037.145, -3.961, 61.854
19037.510, -3.963, 61.871
19037.877, -3.962, 61.891
19038.242, -3.959, 61.897
19038.609, -3.957, 61.883
19038.975, -3.957, 61.863
19039.342, -3.961, 61.857
19039.707, -3.963, 61.873
19040.074, -3.963, 61.897
19040.439, -3.960, 61.910
19040.807, -3.956, 61.899
19041.172, -3.956, 61.873
19041.539, -3.959, 61.856
19041.904, -3.963, 61.864
19042.271, -3.965, 61.892
19042.637, -3.962, 61.918
19043.004, -3.958, 61.921
19043.369, -3.955, 61.899
19043.736, -3.956, 61.871
19044.102, -3.961, 61.863
19044.469, -3.964, 61.882
19044.834, -3.964, 61.913
19045.201, -3.960, 61.930
19045.566, -3.956, 61.920
19045.934, -3.955, 61.894
19046.299, -3.958, 61.875
19046.666, -3.962, 61.881
19047.031, -3.964, 61.906
19047.398, -3.962, 61.930
19047.764, -3.958, 61.931
19048.131, -3.956, 61.911
19048.496, -3.957, 61.889
19048.863, -3.961, 61.887
19049.229, -3.964, 61.906
19049.596, -3.963, 61.932
19049.961, -3.959, 61.940
19050.328, -3.956, 61.925
19050.693, -3.956, 61.899
19051.061, -3.960, 61.888
19051.426, -3.964, 61.903
19051.793, -3.964, 61.932
19052.158, -3.961, 61.951
19052.525, -3.957, 61.945
19052.891, -3.955, 61.919
19053.258, -3.958, 61.897
19053.623, -3.962, 61.898
19053.990, -3.965, 61.923
19054.355, -3.963, 61.950
19054.723, -3.959, 61.959
19055.088, -3.956, 61.943
19055.455, -3.956, 61.918
19055.820, -3.960, 61.908
19056.188, -3.963, 61.920
19056.553, -3.963, 61.945
19056.920, -3.961, 61.960
19057.285, -3.957, 61.954
19057.652, -3.957, 61.933
19058.018, -3.959, 61.919
19058.385, -3.962, 61.926
19058.750, -3.963, 61.947
19059.117, -3.961, 61.965
19059.482, -3.958, 61.963
19059.850, -3.956, 61.944
19060.215, -3.958, 61.926
19060.582, -3.962, 61.927
19060.947, -3.964, 61.948
19061.314, -3.962, 61.972
19061.680, -3.959, 61.978
19062.047, -3.956, 61.962
19062.412, -3.957, 61.938
19062.779, -3.960, 61.929
19063.145, -3.963, 61.943
19063.512, -3.964, 61.970
19063.877, -3.961, 61.987
19064.244, -3.957, 61.980
19064.609, -3.956, 61.957
19064.977, -3.958, 61.940
19065.342, -3.962, 61.943
19065.709, -3.964, 61.966
19066.076, -3.962, 61.987
19066.441, -3.959, 61.990
19066.809, -3.956, 61.973
19067.174, -3.958, 61.954
19067.541, -3.961, 61.951
19067.906, -3.963, 61.968
19068.273, -3.962, 61.991
19068.639, -3.959, 61.999
19069.006, -3.956, 61.985
19069.371, -3.957, 61.963
19069.738, -3.960, 61.953
19070.104, -3.963, 61.967
19070.471, -3.964, 61.994
19070.836, -3.960, 62.011
19071.203, -3.957, 62.004
19071.568, -3.955, 61.979
19071.936, -3.958, 61.958
19072.301, -3.962, 61.961
19072.668, -3.964, 61.986
19073.033, -3.963, 62.013
19073.400, -3.959, 62.020
19073.766, -3.955, 62.002
19074.133, -3.956, 61.976
19074.498, -3.960, 61.965
19074.865, -3.963, 61.979
19075.230, -3.964, 62.005
19075.598, -3.961, 62.023
19075.963, -3.957, 62.018
19076.330, -3.956, 61.996
19076.695, -3.958, 61.979
19077.062, -3.962, 61.983
19077.428, -3.963, 62.004
19077.795, -3.962, 62.024
19078.160, -3.958, 62.026
19078.527, -3.956, 62.008
19078.893, -3.958, 61.989
19079.260, -3.961, 61.986
19079.625, -3.964, 62.005
19079.992, -3.963, 62.029
19080.357, -3.959, 62.039
19080.725, -3.956, 62.026
19081.090, -3.956, 62.004
19081.457, -3.959, 61.991
19081.822, -3.963, 62.000
19082.189, -3.963, 62.024
19082.555, -3.961, 62.042
19082.922, -3.958, 62.041
19083.287, -3.956, 62.022
19083.654, -3.958, 62.004
19084.020, -3.961, 62.003
19084.387, -3.963, 62.020
19084.752, -3.962, 62.040
19085.119, -3.959, 62.046
19085.484, -3.957, 62.036
19085.852, -3.958, 62.020
19086.217, -3.960, 62.015
19086.584, -3.962, 62.026
19086.949, -3.962, 62.043
19087.316, -3.960, 62.051
19087.682, -3.958, 62.043
19088.049, -3.958, 62.029
19088.414, -3.960, 62.024
19088.781, -3.962, 62.034
19089.146, -3.962, 62.052
19089.514, -3.960, 62.061
19089.879, -3.957, 62.054
19090.246, -3.957, 62.036
19090.611, -3.959, 62.024
19090.979, -3.962, 62.031
19091.344, -3.963, 62.052
19091.711, -3.962, 62.071
19092.076, -3.958, 62.071
19092.443, -3.956, 62.055
19092.809, -3.958, 62.036
19093.176, -3.961, 62.033
19093.541, -3.963, 62.049
19093.908, -3.962, 62.070
19094.273, -3.960, 62.079
19094.641, -3.957, 62.068
19095.006, -3.957, 62.049
19095.373, -3.960, 62.041
19095.738, -3.963, 62.052
19096.105, -3.963, 62.075
19096.471, -3.960, 62.088
19096.838, -3.957, 62.081
19097.203, -3.956, 62.059
19097.570, -3.959, 62.044
19097.936, -3.963, 62.050
19098.303, -3.964, 62.075
19098.668, -3.962, 62.098
19099.035, -3.958, 62.098
19099.400, -3.955, 62.075
19099.768, -3.957, 62.050
19100.133, -3.962, 62.045
19100.500, -3.965, 62.068
19100.865, -3.964, 62.100
19101.232, -3.960, 62.116
19101.598, -3.956, 62.103
19101.965, -3.955, 62.072
19102.330, -3.958, 62.051
19102.697, -3.963, 62.058
19103.062, -3.965, 62.089
19103.430, -3.963, 62.117
19103.795, -3.958, 62.120
19104.162, -3.955, 62.096
19104.527, -3.956, 62.068
19104.895, -3.961, 62.061
19105.260, -3.964, 62.082
19105.627, -3.964, 62.113
19105.992, -3.960, 62.127
19106.359, -3.956, 62.113
19106.725, -3.955, 62.084
19107.092, -3.959, 62.066
19107.457, -3.964, 62.077
19107.824, -3.965, 62.109
19108.189, -3.962, 62.134
19108.557, -3.957, 62.132
19108.922, -3.955, 62.105
19109.289, -3.957, 62.077
19109.654, -3.962, 62.074
19110.021, -3.965, 62.100
19110.387, -3.964, 62.133
19110.754, -3.959, 62.147
19111.119, -3.955, 62.131
19111.486, -3.955, 62.099
19111.852, -3.959, 62.079
19112.219, -3.964, 62.089
19112.584, -3.965, 62.120
19112.951, -3.963, 62.147
19113.316, -3.958, 62.149
19113.684, -3.955, 62.126
19114.049, -3.957, 62.101
19114.416, -3.961, 62.096
19114.781, -3.964, 62.115
19115.148, -3.963, 62.140
19115.514, -3.960, 62.150
19115.881, -3.957, 62.139
19116.246, -3.957, 62.118
19116.613, -3.960, 62.108
19116.979, -3.963, 62.119
19117.346, -3.963, 62.142
19117.711, -3.960, 62.157
19118.078, -3.957, 62.150
19118.443, -3.957, 62.130
19118.811, -3.959, 62.115
19119.176, -3.962, 62.121
19119.543, -3.963, 62.143
19119.908, -3.962, 62.162
19120.275, -3.958, 62.163
19120.641, -3.956, 62.146
19121.008, -3.958, 62.126
19121.373, -3.961, 62.122
19121.740, -3.963, 62.139
19122.105, -3.963, 62.161
19122.473, -3.960, 62.171
19122.838, -3.957, 62.162
19123.205, -3.957, 62.143
19123.570, -3.960, 62.133
19123.938, -3.962, 62.141
19124.303, -3.963, 62.161
19124.670, -3.961, 62.174
19125.035, -3.958, 62.169
19125.402, -3.957, 62.154
19125.768, -3.959, 62.143
19126.135, -3.962, 62.149
19126.500, -3.963, 62.168
19126.867, -3.961, 62.184
19127.232, -3.958, 62.181
19127.600, -3.957, 62.163
19127.965, -3.958, 62.146
19128.332, -3.962, 62.147
19128.697, -3.964, 62.168
19129.064, -3.962, 62.192
19129.430, -3.959, 62.199
19129.797, -3.956, 62.182
19130.162, -3.956, 62.157
19130.529, -3.960, 62.145
19130.895, -3.964, 62.159
19131.262, -3.964, 62.187
19131.627, -3.961, 62.207
19131.994, -3.957, 62.203
19132.359, -3.956, 62.180
19132.727, -3.958, 62.159
19133.092, -3.962, 62.160
19133.459, -3.964, 62.182
19133.824, -3.962, 62.206
19134.191, -3.959, 62.212
19134.557, -3.956, 62.195
19134.924, -3.957, 62.171
19135.289, -3.961, 62.164
19135.656, -3.964, 62.181
19136.021, -3.964, 62.208
19136.389, -3.960, 62.223
19136.754, -3.956, 62.213
19137.121, -3.956, 62.187
19137.486, -3.959, 62.168
19137.854, -3.963, 62.175
19138.219, -3.965, 62.204
19138.586, -3.962, 62.230
19138.951, -3.958, 62.232
19139.318, -3.955, 62.209
19139.684, -3.956, 62.181
19140.051, -3.961, 62.172
19140.416, -3.965, 62.191
19140.783, -3.965, 62.223
19141.148, -3.961, 62.242
19141.516, -3.957, 62.234
19141.881, -3.955, 62.208
19142.248, -3.958, 62.187
19142.613, -3.962, 62.190
19142.980, -3.964, 62.214
19143.346, -3.962, 62.237
19143.713, -3.959, 62.241
19144.078, -3.956, 62.225
19144.445, -3.957, 62.204
19144.811, -3.961, 62.199
19145.178, -3.963, 62.215
19145.543, -3.962, 62.236
19145.910, -3.960, 62.245
19146.275, -3.957, 62.235
19146.643, -3.957, 62.215
19147.008, -3.960, 62.206
19147.375, -3.963, 62.217
19147.740, -3.963, 62.240
19148.107, -3.961, 62.255
19148.473, -3.958, 62.250
19148.840, -3.957, 62.230
19149.205, -3.959, 62.214
19149.572, -3.962, 62.217
19149.938, -3.964, 62.237
19150.305, -3.962, 62.258
19150.670, -3.959, 62.262
19151.037, -3.957, 62.248
19151.404, -3.958, 62.229
19151.770, -3.960, 62.224
19152.137, -3.963, 62.237
19152.502, -3.962, 62.257
19152.869, -3.960, 62.267
19153.234, -3.958, 62.258
19153.602, -3.958, 62.241
19153.967, -3.960, 62.232
19154.334, -3.963, 62.243
19154.699, -3.963, 62.263
19155.066, -3.960, 62.275
19155.432, -3.957, 62.269
19155.799, -3.957, 62.249
19156.164, -3.959, 62.235
19156.531, -3.963, 62.242
19156.896, -3.964, 62.266
19157.264, -3.962, 62.288
19157.629, -3.958, 62.288
19157.996, -3.955, 62.267
19158.361, -3.957, 62.242
19158.729, -3.961, 62.236
19159.094, -3.964, 62.255
19159.461, -3.964, 62.285
19159.826, -3.960, 62.301
19160.193, -3.956, 62.291
19160.559, -3.956, 62.264
19160.926, -3.959, 62.246
19161.291, -3.963, 62.252
19161.658, -3.964, 62.278
19162.023, -3.962, 62.302
19162.391, -3.958, 62.304
19162.756, -3.956, 62.283
19163.123, -3.957, 62.259
19163.488, -3.961, 62.255
19163.855, -3.964, 62.276
19164.221, -3.963, 62.303
19164.588, -3.959, 62.314
19164.953, -3.956, 62.300
19165.320, -3.956, 62.273
19165.686, -3.960, 62.259
19166.053, -3.964, 62.272
19166.418, -3.965, 62.303
19166.785, -3.961, 62.326
19167.150, -3.957, 62.321
19167.518, -3.955, 62.293
19167.883, -3.957, 62.266
19168.250, -3.962, 62.264
19168.615, -3.965, 62.290
19168.982, -3.964, 62.323
19169.348, -3.960, 62.337
19169.715, -3.955, 62.320
19170.080, -3.955, 62.290
19170.447, -3.959, 62.271
19170.812, -3.964, 62.281
19171.180, -3.965, 62.312
19171.545, -3.962, 62.337
19171.912, -3.958, 62.337
19172.277, -3.956, 62.315
19172.645, -3.957, 62.291
19173.010, -3.961, 62.288
19173.377, -3.964, 62.307
19173.742, -3.963, 62.332
19174.109, -3.959, 62.341
19174.475, -3.956, 62.326
19174.842, -3.957, 62.303
19175.207, -3.960, 62.294
19175.574, -3.963, 62.308
19175.939, -3.964, 62.334
19176.307, -3.961, 62.350
19176.672, -3.957, 62.343
19177.039, -3.956, 62.320
19177.404, -3.959, 62.302
19177.771, -3.962, 62.306
19178.137, -3.964, 62.330
19178.504, -3.962, 62.354
19178.869, -3.959, 62.358
19179.236, -3.956, 62.341
19179.602, -3.957, 62.318
19179.969, -3.960, 62.310
19180.334, -3.963, 62.325
19180.701, -3.963, 62.348
19181.066, -3.960, 62.360
19181.434, -3.958, 62.353
19181.799, -3.957, 62.334
19182.166, -3.959, 62.323
19182.531, -3.962, 62.331
19182.898, -3.963, 62.351
19183.264, -3.961, 62.365
19183.631, -3.958, 62.360
19183.996, -3.957, 62.343
19184.363, -3.959, 62.329
19184.729, -3.962, 62.335
19185.096, -3.964, 62.356
19185.461, -3.962, 62.376
19185.828, -3.958, 62.377
19186.193, -3.956, 62.357
19186.561, -3.957, 62.335
19186.926, -3.961, 62.331
19187.293, -3.964, 62.351
19187.658, -3.964, 62.378
19188.025, -3.960, 62.391
19188.391, -3.956, 62.379
19188.758, -3.956, 62.352
19189.123, -3.959, 62.335
19189.490, -3.963, 62.344
19189.855, -3.965, 62.373
19190.223, -3.962, 62.397
19190.588, -3.958, 62.396
19190.955, -3.955, 62.373
19191.320, -3.957, 62.349
19191.688, -3.961, 62.345
19192.053, -3.964, 62.367
19192.420, -3.963, 62.395
19192.785, -3.959, 62.406
19193.152, -3.956, 62.390
19193.518, -3.956, 62.362
19193.885, -3.960, 62.348
19194.250, -3.964, 62.363
19194.617, -3.965, 62.395
19194.982, -3.961, 62.417
19195.350, -3.956, 62.411
19195.715, -3.955, 62.380
19196.082, -3.958, 62.352
19196.447, -3.963, 62.353
19196.814, -3.966, 62.383
19197.180, -3.965, 62.420
19197.547, -3.959, 62.433
19197.912, -3.955, 62.413
19198.279, -3.955, 62.377
19198.645, -3.959, 62.357
19199.012, -3.964, 62.370
19199.377, -3.966, 62.406
19199.744, -3.962, 62.435
19200.109, -3.957, 62.433
19200.477, -3.954, 62.405
19200.842, -3.956, 62.374
19201.209, -3.962, 62.369
19201.574, -3.965, 62.393
19201.941, -3.964, 62.427
19202.307, -3.960, 62.441
19202.674, -3.956, 62.426
19203.039, -3.956, 62.396
19203.406, -3.959, 62.379
19203.771, -3.964, 62.391
19204.139, -3.965, 62.422
19204.504, -3.962, 62.446
19204.871, -3.957, 62.443
19205.236, -3.955, 62.416
19205.604, -3.957, 62.390
19205.969, -3.962, 62.388
19206.336, -3.965, 62.413
19206.701, -3.964, 62.444
19207.068, -3.960, 62.457
19207.434, -3.956, 62.441
19207.801, -3.956, 62.412
19208.166, -3.959, 62.395
19208.533, -3.963, 62.405
19208.898, -3.965, 62.433
19209.266, -3.962, 62.457
19209.631, -3.958, 62.458
19209.998, -3.956, 62.438
19210.363, -3.957, 62.416
19210.730, -3.961, 62.412
19211.096, -3.963, 62.429
19211.463, -3.963, 62.450
19211.828, -3.960, 62.458
19212.195, -3.958, 62.448
19212.561, -3.958, 62.431
19212.928, -3.960, 62.424
19213.293, -3.962, 62.435
19213.660, -3.962, 62.453
19214.025, -3.960, 62.463
19214.393, -3.958, 62.456
19214.758, -3.958, 62.440
19215.125, -3.960, 62.431
19215.490, -3.962, 62.438
19215.857, -3.963, 62.457
19216.223, -3.961, 62.471
19216.590, -3.958, 62.469
19216.955, -3.957, 62.453
19217.322, -3.959, 62.438
19217.688, -3.962, 62.439
19218.055, -3.963, 62.456
19218.420, -3.962, 62.474
19218.787, -3.960, 62.479
19219.152, -3.958, 62.468
19219.520, -3.958, 62.453
19219.885, -3.961, 62.449
19220.252, -3.962, 62.460
19220.617, -3.962, 62.477
19220.984, -3.960, 62.484
19221.350, -3.958, 62.475
19221.717, -3.958, 62.459
19222.082, -3.961, 62.453
19222.449, -3.963, 62.465
19222.814, -3.963, 62.487
19223.182, -3.960, 62.499
19223.547, -3.957, 62.491
19223.914, -3.956, 62.469
19224.279, -3.959, 62.452
19224.646, -3.963, 62.457
19225.012, -3.965, 62.482
19225.379, -3.963, 62.508
19225.744, -3.958, 62.513
19226.111, -3.956, 62.492
19226.477, -3.956, 62.465
19226.844, -3.961, 62.454
19227.209, -3.965, 62.471
19227.576, -3.965, 62.503
19227.941, -3.961, 62.523
19228.309, -3.957, 62.516
19228.674, -3.955, 62.490
19229.041, -3.958, 62.467
19229.406, -3.962, 62.468
19229.773, -3.965, 62.494
19230.139, -3.963, 62.521
19230.506, -3.959, 62.527
19230.871, -3.956, 62.508
19231.238, -3.957, 62.481
19231.604, -3.961, 62.472
19231.971, -3.965, 62.491
19232.336, -3.964, 62.522
19232.703, -3.961, 62.540
19233.068, -3.956, 62.529
19233.436, -3.955, 62.498
19233.801, -3.959, 62.476
19234.168, -3.964, 62.482
19234.533, -3.966, 62.514
19234.900, -3.963, 62.545
19235.266, -3.958, 62.550
19235.633, -3.955, 62.526
19235.998, -3.956, 62.493
19236.365, -3.961, 62.481
19236.732, -3.965, 62.501
19237.098, -3.965, 62.537
19237.465, -3.961, 62.560
19237.830, -3.956, 62.551
19238.197, -3.955, 62.521
19238.562, -3.958, 62.495
19238.930, -3.962, 62.497
19239.295, -3.965, 62.524
19239.662, -3.963, 62.554
19240.027, -3.959, 62.561
19240.395, -3.956, 62.541
19240.760, -3.957, 62.514
